hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
筑,筑,Zhù,short name for Guiyang 贵阳,"newest-7, new-7",v,10332,1,1-char,我每天都筑。,I short name for Guiyang 贵阳 every day.
炼,煉,liàn,to refine; to smelt,"newest-7, new-7",v,10362,1,1-char,我每天都炼。,I to refine every day.
拟,儗,nǐ,doubtful; suspicious; variant of 拟; to emulate; to imitate,"newest-7, new-7",v,10399,1,1-char,我每天都拟。,I doubtful every day.
酥,酥,sū,flaky pastry; crunchy; limp; soft; silky,"newest-7, new-7",a,10489,1,1-char,这个很酥。,This is very flaky pastry.
辈,輩,bèi,lifetime; generation; group of people; class; classifier for generations; (literary) classifier for people,new-5,"n, q",10523,1,1-char,这是辈。,This is a lifetime.
玄,玄,xuán,black; mysterious,"newest-7, new-7",a,10533,1,1-char,这个很玄。,This is very black.
仿,仿,fǎng,to imitate; to copy,"newest-7, new-7","v, n",10541,1,1-char,我每天都仿。,I to imitate every day.
聘,聘,pìn,to engage (a teacher etc); to hire; to betroth; betrothal gift; to get married (of woman),"newest-7, new-7",v,10588,1,1-char,我每天都聘。,I to engage every day.
泄,泄,xiè,variant of 泄,"newest-7, new-7",g,10624,1,1-char,我在学习“泄”。,I'm learning '泄'.
贪,貪,tān,to have a voracious desire for; to covet; greedy; corrupt,"newest-7, new-7",v,10632,1,1-char,我每天都贪。,I to have a voracious desire for every day.
雕,彫,diāo,"variant of 雕, to engrave","newest-7, new-7","g, v",10655,1,1-char,我在学习“雕”。,I'm learning '雕'.
勺,勺,sháo,"spoon; ladle; abbr. for 勺, centiliter (unit of volume)",new-6,"q, g",10742,1,1-char,我在学习“勺”。,I'm learning '勺'.
踹,踹,chuài,to kick; to trample; to tread on,"newest-7, new-7",v,10891,1,1-char,我每天都踹。,I to kick every day.
梳,梳,shū,a comb; to comb,"newest-7, new-7",v,10902,1,1-char,我每天都梳。,I a comb every day.
锯,鋸,jū,variant of 锔,new-7,"v, n",10918,1,1-char,我每天都锯。,I variant of 锔 every day.
苗,苗,Miáo,Hmong or Miao ethnic group of southwest China; surname Miao,"newest-7, new-7","n, nr, b",10956,1,1-char,这是苗。,This is a Hmong or Miao ethnic group of southwest China.
氢,氫,qīng,hydrogen (chemistry),old-6,"n, g",11059,1,1-char,这是氢。,This is a hydrogen.
拣,揀,jiǎn,to choose; to pick; to sort out; to pick up,"newest-7, new-7, old-6",v,11089,1,1-char,我每天都拣。,I to choose every day.
拎,拎,līn,to lift up; to carry in one's hand; Taiwan pr. [līng],"newest-7, new-7",v,11124,1,1-char,我每天都拎。,I to lift up; to carry in one's hand every day.
绷,綳,bēng,variant of 绷; variant of 绷,"newest-7, new-7",v,11156,1,1-char,我每天都绷。,I variant of 绷 every day.
扳,扳,bān,to pull; to turn (sth) around; to turn around (a situation); to recoup,"newest-7, new-7",v,11169,1,1-char,我每天都扳。,I to pull every day.
攒,攢,cuán,to bring together,"newest-7, new-7, old-6",v,11208,1,1-char,我每天都攒。,I to bring together every day.
橙,橙,chéng,orange tree; orange (color),old-6,"g, b",11208,1,1-char,我在学习“橙”。,I'm learning '橙'.
销,銷,xiāo,to melt (metal); to cancel; to annul; to sell; to expend; to spend; pin; bolt; to fasten with a pin or bolt,"newest-7, new-7",v,11332,1,1-char,我每天都销。,I to melt every day.
驯,馴,xùn,to attain gradually; to tame; Taiwan pr. [xún],"newest-7, new-7",v,11376,1,1-char,我每天都驯。,I to attain gradually every day.
撇,撇,piē,to cast away; to fling aside,"newest-7, new-7","v, q",11433,1,1-char,我每天都撇。,I to cast away every day.
姨,姨,yí,mother's sister; aunt,"newest-6, new-7",n,11475,1,1-char,这是姨。,This is a mother's sister.
搓,搓,cuō,to rub or roll between the hands or fingers; to twist,"newest-7, new-7, old-6",v,11489,1,1-char,我每天都搓。,I to rub or roll between the hands or fingers every day.
愣,愣,lèng,to look distracted; to stare blankly; distracted; blank; (coll.) unexpectedly; rash; rashly,"newest-7, new-7, old-6","v, g",11493,1,1-char,我每天都愣。,I to look distracted every day.
秤,秤,chēng,"variant of 称, to weigh","newest-7, new-7, old-6","n, q",11539,1,1-char,这是秤。,"This is a variant of 称, to weigh."
缸,缸,gāng,jar; vat; classifier for loads of laundry,"newest-7, new-7","n, q",11543,1,1-char,这是缸。,This is a jar.
仰,仰,Yǎng,surname Yang,"newest-6, new-6",v,11544,1,1-char,我每天都仰。,I surname Yang every day.
序,序,xù,(bound form) order; sequence; (bound form) introductory; initial; preface,"newest-7, new-7","n, g",11610,1,1-char,这是序。,This is an order; sequence.
呛,嗆,qiāng,to choke (because of swallowing the wrong way),"newest-7, new-7",v,11625,1,1-char,我每天都呛。,I to choke every day.
赎,贖,shú,to redeem; to ransom,"newest-7, new-7",v,11652,1,1-char,我每天都赎。,I to redeem every day.
捂,捂,wǔ,"to enclose; to cover with the hand (one's eyes, nose or ears); to cover up (an affair); contrary; to contradict","newest-7, new-7",v,11743,1,1-char,我每天都捂。,I to enclose every day.
掰,掰,bāi,to break off or break open sth with one's hands; (fig.) to break off (a relationship),"newest-7, new-7, old-6",v,11771,1,1-char,我每天都掰。,I to break off or break open sth with one's hands every day.
葬,塟,zàng,old variant of 葬,"newest-7, new-7",g,11836,1,1-char,我在学习“葬”。,I'm learning '葬'.
蒜,蒜,suàn,garlic,"newest-7, new-7",n,11954,1,1-char,这是蒜。,This is a garlic.
坟,墳,fén,grave; tomb; embankment; mound; ancient book,"newest-7, new-7",n,12094,1,1-char,这是坟。,This is a grave.
迁,遷,qiān,to move; to shift; to change (a position or location etc); to promote,"newest-7, new-7",v,12173,1,1-char,我每天都迁。,I to move every day.
凸,凸,tū,to stick out; protruding; convex; male (connector etc); Taiwan pr. [tú],"newest-7, new-7",g,12197,1,1-char,我在学习“凸”。,I'm learning '凸'.
揽,攬,lǎn,to monopolize; to seize; to take into one's arms; to embrace; to fasten (with a rope etc); to take on (responsibility etc); to canvass,"newest-7, new-7",v,12258,1,1-char,我每天都揽。,I to monopolize; to seize every day.
胀,脹,zhàng,to swell; dropsical; swollen; bloated,"newest-7, new-7",a,12289,1,1-char,这个很胀。,This is very to swell; dropsical; swollen; bloated.
蹬,蹬,dēng,to step on; to tread on; to wear (shoes); (slang) to dump (sb); Taiwan pr. [dèng],"newest-7, new-7, old-6",v,12339,1,1-char,我每天都蹬。,I to step on every day.
聋,聾,lóng,deaf,"newest-7, new-7",v,12408,1,1-char,我每天都聋。,I deaf every day.
芽,芽,yá,bud; sprout,"newest-7, new-7",n,12443,1,1-char,这是芽。,This is a bud.
绣,綉,xiù,variant of 绣,"newest-7, new-7, old-6",v,12463,1,1-char,我每天都绣。,I variant of 绣 every day.
剃,剃,tì,to shave,"newest-7, new-7",v,12514,1,1-char,我每天都剃。,I to shave every day.
僵,僵,jiāng,rigid; deadlock; stiff (corpse),"newest-7, new-7","a, ad",12528,1,1-char,这个很僵。,This is very rigid.
哨,哨,shào,a whistle; sentry,"newest-7, old-6",g,12583,1,1-char,我在学习“哨”。,I'm learning '哨'.
捎,捎,shāo,to bring sth to sb; to deliver,"newest-7, new-7, old-6",v,12623,1,1-char,我每天都捎。,I to bring sth to sb every day.
哑,啞,yā,(onom.) sound of cawing; sound of infant learning to talk; variant of 呀,"newest-7, new-7",v,12656,1,1-char,我每天都哑。,I sound of cawing every day.
矣,矣,yǐ,"classical final particle, similar to modern 了","newest-7, new-7",y,12662,1,1-char,我在学习“矣”。,I'm learning '矣'.
译,譯,yì,to translate; to interpret,"newest-7, new-7",v,12694,1,1-char,我每天都译。,I to translate every day.
绞,絞,jiǎo,to twist (strands into a thread); to entangle; to wring; to hang (by the neck); to turn; to wind; classifier for skeins of yarn,"newest-7, new-7",v,12700,1,1-char,我每天都绞。,I to twist every day.
阔,濶,kuò,variant of 阔,new-6,a,12727,1,1-char,这个很阔。,This is very variant of 阔.
蜡,蠟,là,candle; wax,"newest-7, new-7",n,12778,1,1-char,这是蜡。,This is a candle.
淹,淹,yān,to flood; to submerge; to drown; to irritate the skin (of liquids); to delay,"newest-6, new-7",v,13011,1,1-char,我每天都淹。,I to flood every day.
溢,溢,yì,to overflow; (literary) excessive; old variant of 镒,"newest-7, new-7",v,13031,1,1-char,我每天都溢。,I to overflow every day.
搁,擱,gē,to place; to put aside; to shelve,"newest-7, new-7, old-6",v,13072,1,1-char,我每天都搁。,I to place every day.
镶,鑲,xiāng,to inlay; to embed; ridge; border,"newest-7, new-7",v,13195,1,1-char,我每天都镶。,I to inlay every day.
炭,炭,tàn,wood charcoal; coal,"newest-7, new-7",n,13259,1,1-char,这是炭。,This is a wood charcoal.
扩,擴,kuò,to enlarge,"newest-7, new-7",g,13470,1,1-char,我在学习“扩”。,I'm learning '扩'.
嚷,嚷,rǎng,to shout; to bellow; to make a big deal of sth; to make a fuss about sth,"newest-7, new-7, old-5",v,13472,1,1-char,我每天都嚷。,I to shout every day.
拴,拴,shuān,to tie up,"newest-7, new-7",v,13576,1,1-char,我每天都拴。,I to tie up every day.
拱,拱,gǒng,to cup one's hands in salute; to surround; to arch; to dig earth with the snout; arched,"newest-7, new-7","v, g",13579,1,1-char,我每天都拱。,I to cup one's hands in salute every day.
缕,縷,lǚ,"strand; thread; detailed; in detail; classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)","newest-7, new-7",q,13610,1,1-char,我在学习“缕”。,I'm learning '缕'.
掀,掀,xiān,to lift (a lid); to rock; to convulse,"newest-7, new-7",v,13713,1,1-char,我每天都掀。,I to lift every day.
脾,脾,pí,spleen,"newest-7, new-7",n,13723,1,1-char,这是脾。,This is a spleen.
腺,腺,xiàn,gland,new-7,n,13774,1,1-char,这是腺。,This is a gland.
舟,舟,zhōu,boat,old-6,n,13838,1,1-char,这是舟。,This is a boat.
闸,牐,zhá,old variant of 闸; sluice; lock (on waterway),"newest-7, new-7",n,13900,1,1-char,这是闸。,This is an old variant of 闸.
忌,忌,jì,to be jealous of; fear; dread; scruple; to avoid or abstain from; to quit; to give up sth,"newest-7, new-7",v,14072,1,1-char,我每天都忌。,I to be jealous of every day.
焊,焊,hàn,to weld; to solder,new-7,v,14141,1,1-char,我每天都焊。,I to weld every day.
渗,滲,shèn,to seep; to ooze; to horrify,"newest-7, new-7",v,14195,1,1-char,我每天都渗。,I to seep every day.
蘸,蘸,zhàn,"to dip in (ink, sauce etc)","newest-7, new-7",v,14207,1,1-char,我每天都蘸。,I to dip in every day.
桨,槳,jiǎng,oar; paddle,"newest-7, old-6",n,14235,1,1-char,这是桨。,This is an oar.
煲,煲,bāo,to cook slowly over a low flame; pot; saucepan,"newest-7, new-7",v,14364,1,1-char,我每天都煲。,I to cook slowly over a low flame every day.
挽,挽,wǎn,to pull; to draw (a cart or a bow); to roll up; to coil; to carry on the arm; to lament the dead; (fig.) to pull against; to recover,"newest-7, new-7",v,14394,1,1-char,我每天都挽。,I to pull every day.
眯,眯,mí,to blind (as with dust); Taiwan pr. [mǐ],"newest-7, old-6",v,14561,1,1-char,我每天都眯。,I to blind every day.
晾,晾,liàng,to dry in the air; (fig.) to cold-shoulder,"newest-6, old-6",v,14630,1,1-char,我每天都晾。,I to dry in the air every day.
窑,窯,yáo,kiln; oven; coal pit; cave dwelling; (coll.) brothel,"newest-7, new-7","g, n",14714,1,1-char,我在学习“窑”。,I'm learning '窑'.
黏,黏,nián,sticky; glutinous; (Tw) to adhere; to stick on; to glue,"newest-7, new-7",a,14914,1,1-char,这个很黏。,This is very sticky.
荒,荒,huāng,desolate; shortage; scarce; out of practice; absurd; uncultivated; to neglect,"newest-7, new-7","g, v",14965,1,1-char,我在学习“荒”。,I'm learning '荒'.
瞅,瞅,chǒu,(dialect) to look at,"newest-7, new-7",v,14967,1,1-char,我每天都瞅。,I to look at every day.
涮,涮,shuàn,to rinse; to trick; to fool sb; to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),"newest-7, new-7, old-6",v,15007,1,1-char,我每天都涮。,I to rinse every day.
揣,揣,chuāi,"to put into (one's pockets, clothes); Taiwan pr. [chuǎi]","newest-7, new-7",v,15013,1,1-char,我每天都揣。,I to put into every day.
秃,禿,tū,bald; blunt,"newest-7, new-7, old-6",a,15174,1,1-char,这个很秃。,This is very bald.
耸,聳,sǒng,to excite; to raise up; to shrug; high; lofty; towering,"newest-7, old-6",g,15254,1,1-char,我在学习“耸”。,I'm learning '耸'.
甭,甭,béng,(contraction of 用) need not; please don't,old-6,"v, d",15279,1,1-char,我每天都甭。,I need not; please don't every day.
丛,叢,cóng,cluster; collection; collection of books; thicket,"newest-7, old-6","g, q, nr",15283,1,1-char,我在学习“丛”。,I'm learning '丛'.
腥,腥,xīng,fishy (smell),"newest-7, new-7, old-6",a,15338,1,1-char,这个很腥。,This is very fishy.
瓷,瓷,cí,chinaware; porcelain; china,new-7,g,15394,1,1-char,我在学习“瓷”。,I'm learning '瓷'.
抠,摳,kōu,to dig out; to pick out (with one's fingers); to carve; to cut; to study meticulously; to lift one's clothes; stingy; miserly,"newest-7, new-7",v,15536,1,1-char,我每天都抠。,I to dig out every day.
曰,曰,yuē,to speak; to say,"newest-7, new-7",g,15711,1,1-char,我在学习“曰”。,I'm learning '曰'.
泻,瀉,xiè,to flow out swiftly; to flood; a torrent; diarrhea; laxative,"newest-7, new-7",v,15896,1,1-char,我每天都泻。,I to flow out swiftly every day.
捶,捶,chuí,to beat (with a stick or one's fist); to thump; to pound,"newest-7, new-7",v,16170,1,1-char,我每天都捶。,I to beat ; to thump; to pound every day.
筛,篩,shāi,(bound form) a sieve; to sieve; to sift; to filter; to eliminate through selection; to warm a pot of rice wine (over a fire or in hot water); to pour (wine or tea); (dialect) to strike (a gong),"newest-7, new-7",v,16197,1,1-char,我每天都筛。,I a sieve every day.
屡,屢,lǚ,time and again; repeatedly; frequently,"newest-7, new-7",d,16379,1,1-char,他屡来。,He comes time and again.
淌,淌,tǎng,to drip; to trickle; to shed (tears),"newest-7, new-7",v,16569,1,1-char,我每天都淌。,I to drip every day.
碑,碑,bēi,a monument; an upright stone tablet; stele,"newest-7, new-7",n,16576,1,1-char,这是碑。,This is an a monument.
锈,銹,xiù,variant of 锈,"newest-7, new-7","v, n",16722,1,1-char,我每天都锈。,I variant of 锈 every day.
坛,壇,tán,platform; rostrum; altar,"newest-7, new-7","g, q",16984,1,1-char,我在学习“坛”。,I'm learning '坛'.
筐,筐,kuāng,basket,"newest-7, new-7, old-6","n, q",17034,1,1-char,这是筐。,This is a basket.
畔,畔,pàn,(bound form) side; edge; boundary,old-6,g,17135,1,1-char,我在学习“畔”。,I'm learning '畔'.
瘫,癱,tān,paralyzed,"newest-7, new-7",v,17190,1,1-char,我每天都瘫。,I paralyzed every day.
凿,鑿,záo,chisel; to bore a hole; to chisel or dig; (literary) (bound form) certain; authentic; irrefutable; also pr. [zuò],"newest-7, new-7",v,17288,1,1-char,我每天都凿。,I chisel every day.
冤,冤,yuān,injustice; grievance; wrong,"newest-7, new-7","an, v, a, vn, g",17435,1,1-char,这个很冤。,This is very injustice.
梢,梢,shāo,tip of branch,old-6,g,17485,1,1-char,我在学习“梢”。,I'm learning '梢'.
刨,刨,bào,carpenter's plane; to plane (woodwork); to shave off; to peel (with a potato peeler etc),"newest-7, new-7",v,17726,1,1-char,我每天都刨。,I carpenter's plane every day.
遛,遛,liù,to stroll; to walk (an animal),"newest-7, new-7",v,17781,1,1-char,我每天都遛。,I to stroll every day.
烘,烘,hōng,to bake; to heat by fire; to set off by contrast,"newest-7, old-6",v,18172,1,1-char,我每天都烘。,I to bake every day.
坝,壩,bà,dam; dike; embankment,"newest-7, new-7",n,18700,1,1-char,这是坝。,This is a dam.
茎,莖,jīng,stalk; stem,"newest-7, new-7, old-6",n,18899,1,1-char,这是茎。,This is a stalk.
倚,倚,yǐ,to lean on; to rely upon,"newest-7, new-7",v,19232,1,1-char,我每天都倚。,I to lean on every day.
瘸,瘸,qué,lame,"newest-7, old-6",v,19513,1,1-char,我每天都瘸。,I lame every day.
腮,腮,sāi,cheek,old-6,n,19518,1,1-char,这是腮。,This is a cheek.
抡,掄,lūn,"to swing (one's arms, a heavy object); to wave (a sword, one's fists); to fling (money)","newest-7, new-7",v,19852,1,1-char,我每天都抡。,I to swing every day.
稠,稠,chóu,dense; crowded; thick; many,"newest-7, new-7",a,20182,1,1-char,这个很稠。,This is very dense.
陡,陡,dǒu,steep; precipitous; abrubtly; suddenly; unexpectedly,"newest-7, new-7",a,20491,1,1-char,这个很陡。,This is very steep.
