hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
摊儿,攤兒,tān r,erhua variant of 摊; vendor's stand,old-6,,1000000,2,2-char,我在学习“摊儿”。,I'm learning '摊儿'.
操控,操控,cāo kòng,to control; to manipulate,"newest-7, new-7",,1000000,2,2-char,我在学习“操控”。,I'm learning '操控'.
杀毒,殺毒,shā dú,to disinfect; (computing) to destroy a computer virus,"newest-7, new-5",,1000000,2,2-char,我在学习“杀毒”。,I'm learning '杀毒'.
短信,短信,duǎn xìn,text message; SMS,"newest-4, new-2, old-5",,1000000,2,2-char,我在学习“短信”。,I'm learning '短信'.
红酒,紅酒,hóng jiǔ,red wine,new-3,,1000000,2,2-char,我在学习“红酒”。,I'm learning '红酒'.
聋人,聾人,lóng rén,deaf person; hearing-impaired person,new-7,,1000000,2,2-char,我在学习“聋人”。,I'm learning '聋人'.
薯片,薯片,shǔ piàn,fried potato chips,"newest-6, new-6",,1000000,2,2-char,我在学习“薯片”。,I'm learning '薯片'.
见过,見過,jiànguò,seen,new-2,,1000000,2,2-char,我在学习“见过”。,I'm learning '见过'.
追尾,追尾,zhuī wěi,to tailgate; to hit the car in front as a result of tailgating,"newest-7, new-7",,1000000,2,2-char,我在学习“追尾”。,I'm learning '追尾'.
防汛,防汛,fáng xùn,flood control; anti-flood (precautions),"newest-7, new-7",,1000000,2,2-char,我在学习“防汛”。,I'm learning '防汛'.
领军,領軍,lǐng jūn,to lead troups; (fig.) to lead; leading,"newest-7, new-7",,1000000,2,2-char,我在学习“领军”。,I'm learning '领军'.
为什么,為什麼,wèi shén me,why?; for what reason?,"newest-2, new-2, old-3",r,299,3,3-char,我在学习“为什么”。,I'm learning '为什么'.
越来越,越來越,yuè lái yuè,more and more,new-2,d,982,3,3-char,他越来越来。,He comes more and more.
办公室,辦公室,bàn gōng shì,office; business premises; bureau,"newest-3, new-2, old-3",n,1162,3,3-char,这是办公室。,This is an office.
打电话,打電話,dǎ diàn huà,to make a telephone call,"newest-1, new-1, old-1",v,1218,3,3-char,我每天都打电话。,I to make a telephone call every day.
实际上,實際上,shí jì shàng,in fact; in reality; as a matter of fact; in practice,"newest-4, new-3",d,1232,3,3-char,他实际上来。,He comes in fact.
怎么样,怎麼樣,zěn me yàng,how?; how about?; how was it?; how are things?,"newest-1, new-2, old-1",r,1367,3,3-char,我在学习“怎么样”。,I'm learning '怎么样'.
怎么办,怎麼辦,zěn me bàn,what's to be done,"newest-3, new-2","r, v",1422,3,3-char,我在学习“怎么办”。,I'm learning '怎么办'.
事实上,事實上,shì shí shàng,in fact; in reality; actually; as a matter of fact; de facto; ipso facto,new-3,l,1577,3,3-char,我在学习“事实上”。,I'm learning '事实上'.
对不起,對不起,duì bu qǐ,I'm sorry; excuse me; I beg your pardon; to let (sb) down; to disappoint,"newest-1, new-1, old-1",v,1577,3,3-char,我每天都对不起。,I I'm sorry; excuse me; I beg your pardon every day.
意味着,意味著,yì wèi zhe,to signify; to mean; to imply,"newest-5, new-5, old-6",v,1594,3,3-char,我每天都意味着。,I to signify every day.
俱乐部,俱樂部,jù lè bù,club (the organisation or its premises) (loanword),"newest-6, new-5, old-5",n,1603,3,3-char,这是俱乐部。,This is a club.
不得不,不得不,bù dé bù,have no choice or option but to; cannot but; have to; can't help it; can't avoid,"newest-4, new-3, old-4",d,1606,3,3-char,他不得不来。,He comes have no choice or option but to.
委员会,委員會,wěi yuán huì,committee,"newest-7, new-7",n,1659,3,3-char,这是委员会。,This is a committee.
没什么,沒什麼,méi shén me,nothing; it doesn't matter; it's nothing; never mind,new-1,v,1659,3,3-char,我每天都没什么。,I nothing every day.
有时候,有時候,yǒu shí hou,sometimes,new-1,d,1725,3,3-char,他有时候来。,He comes sometimes.
说实话,說實話,shuō shí huà,to speak the truth; truth to tell; frankly,new-6,v,1740,3,3-char,我每天都说实话。,I to speak the truth every day.
大部分,大部分,dà bù fen,in large part; the greater part; the majority,new-2,"m, n",1854,3,3-char,我有三大部分。,I have three in large part.
什么样,什麼樣,shén me yàng,what kind?; what sort?,new-2,r,1946,3,3-char,我在学习“什么样”。,I'm learning '什么样'.
进一步,進一步,jìn yī bù,"to go a step further; (develop, understand, improve etc) more; further","newest-5, new-3","d, b",1996,3,3-char,他进一步来。,He comes to go a step further.
差不多,差不多,chà bu duō,almost; nearly; more or less; about the same; good enough; not bad,"newest-3, new-2, old-4",l,2024,3,3-char,我在学习“差不多”。,I'm learning '差不多'.
大多数,大多數,dà duō shù,(great) majority,new-2,m,2065,3,3-char,我有三大多数。,I have three majority.
一会儿,一會兒,yī huì r,a moment; a while; in a moment; now...now...; also pr. [yī huǐ r],"newest-2, new-1, old-3",mq,2207,3,3-char,我有三一会儿。,I have three a moment.
一辈子,一輩子,yī bèi zi,(for) a lifetime,"newest-6, new-5, old-5",mq,2335,3,3-char,我有三一辈子。,I have three a lifetime.
全世界,全世界,quán shì jiè,worldwide; entire world,new-5,n,2337,3,3-char,这是全世界。,This is a worldwide.
只不过,只不過,zhǐ bu guò,only; merely; nothing but; no more than; it's just that ...,new-5,d,2500,3,3-char,他只不过来。,He comes only.
是不是,是不是,shì bù shì,is or isn't; yes or no; whether or not,new-1,v,2655,3,3-char,我每天都是不是。,I is or isn't every day.
看上去,看上去,kàn shang qu,it would appear; it seems (that),new-3,v,2674,3,3-char,我每天都看上去。,I it would appear every day.
出租车,出租車,chū zū chē,taxi; (Tw) rental car,"newest-1, new-2, old-1",n,2677,3,3-char,这是出租车。,This is a taxi.
干什么,幹什麼,gàn shén me,what are you doing?; what's he up to?,new-1,v,2714,3,3-char,我每天都干什么。,I what are you doing? every day.
比如说,比如說,bǐ rú shuō,for example,new-2,v,2785,3,3-char,我每天都比如说。,I for example every day.
一句话,一句話,yī jù huà,in a word; in short,new-5,,2843,3,3-char,我在学习“一句话”。,I'm learning '一句话'.
圣诞节,聖誕節,Shèng dàn jié,Christmas time; Christmas season; Christmas,new-6,t,2857,3,3-char,我们圣诞节见。,See you Christmas time.
负责人,負責人,fù zé rén,person in charge,"newest-4, new-5",n,2871,3,3-char,这是负责人。,This is a person in charge.
接下来,接下來,jiē xià lái,to accept; to take; next; following,new-2,"v, c",2928,3,3-char,我每天都接下来。,I to accept every day.
有意思,有意思,yǒu yì si,interesting; meaningful; enjoyable; fun,"newest-2, new-2",l,2983,3,3-char,我在学习“有意思”。,I'm learning '有意思'.
巧克力,巧克力,qiǎo kè lì,chocolate (loanword),"newest-4, new-4, old-4",n,3003,3,3-char,这是巧克力。,This is a chocolate.
女朋友,女朋友,nǚ péng you,girlfriend,"newest-1, new-1",n,3004,3,3-char,这是女朋友。,This is a girlfriend.
实验室,實驗室,shí yàn shì,laboratory,"newest-5, new-3",n,3028,3,3-char,这是实验室。,This is a laboratory.
主持人,主持人,zhǔ chí rén,TV or radio presenter; host; anchor,new-6,n,3059,3,3-char,这是主持人。,This is a TV or radio presenter.
小时候,小時候,xiǎo shí hou,in one's childhood,"newest-2, new-2","t, n",3067,3,3-char,我们小时候见。,See you in one's childhood.
看起来,看起來,kàn qǐ lai,seemingly; apparently; looks as if; appear to be; gives the impression that; seems on the face of it to be,new-3,v,3085,3,3-char,我每天都看起来。,I seemingly every day.
能不能,能不能,néng bùnéng,Can you,new-3,,3153,3,3-char,我在学习“能不能”。,I'm learning '能不能'.
男朋友,男朋友,nán péng you,boyfriend,"newest-1, new-1",n,3176,3,3-char,这是男朋友。,This is a boyfriend.
运动员,運動員,yùn dòng yuán,athlete,"newest-3, new-4",n,3182,3,3-char,这是运动员。,This is an athlete.
之所以,之所以,zhī suǒ yǐ,"(after a noun N and before a predicate P) the reason why N P; Example: 我之所以讨厌他 ""the reason why I dislike him (is ...)""","newest-6, new-7",c,3256,3,3-char,我在学习“之所以”。,I'm learning '之所以'.
自行车,自行車,zì xíng chē,bicycle; bike,"newest-3, new-2, old-2",n,3400,3,3-char,这是自行车。,This is a bicycle; bike.
房地产,房地產,fáng dì chǎn,real estate,"newest-7, new-7",n,3463,3,3-char,这是房地产。,This is a real estate.
当事人,當事人,dāng shì rén,persons involved or implicated; party (to an affair),"newest-7, new-7, old-6",n,3517,3,3-char,这是当事人。,This is a persons involved or implicated; party.
没关系,沒關係,méi guān xi,it doesn't matter,"newest-1, new-1, old-1",v,3541,3,3-char,我每天都没关系。,I it doesn't matter every day.
科学家,科學家,kē xué jiā,scientist,new-2,n,3551,3,3-char,这是科学家。,This is a scientist.
董事会,董事會,dǒng shì huì,board of directors,"newest-7, new-7",n,3580,3,3-char,这是董事会。,This is a board of directors.
不一定,不一定,bù yī dìng,not necessarily; maybe,new-2,,3647,3,3-char,我在学习“不一定”。,I'm learning '不一定'.
计算机,計算機,jì suàn jī,computer; (Tw) calculator,"newest-5, new-2",n,3682,3,3-char,这是计算机。,This is a computer.
基本上,基本上,jī běn shang,basically; on the whole,"newest-4, new-3",d,3705,3,3-char,他基本上来。,He comes basically.
设计师,設計師,shè jì shī,designer; architect,new-6,n,3717,3,3-char,这是设计师。,This is a designer.
受不了,受不了,shòu bù liǎo,unbearable; unable to endure; can't stand,"newest-4, new-4, old-4",l,3756,3,3-char,我在学习“受不了”。,I'm learning '受不了'.
啦啦队,啦啦隊,lā lā duì,cheerleading squad,"newest-7, new-7",n,3808,3,3-char,这是啦啦队。,This is a cheerleading squad.
图书馆,圖書館,tú shū guǎn,library,"newest-3, new-1, old-3",n,3836,3,3-char,这是图书馆。,This is a library.
演唱会,演唱會,yǎn chàng huì,vocal recital or concert,new-3,n,3862,3,3-char,这是演唱会。,This is a vocal recital or concert.
开玩笑,開玩笑,kāi wán xiào,to play a joke; to make fun of; to joke,"newest-4, new-1, old-4",v,3878,3,3-char,我每天都开玩笑。,I to play a joke every day.
笔记本,筆記本,bǐ jì běn,notebook (stationery); notebook (computing),"newest-3, new-2, old-4",n,3935,3,3-char,这是笔记本。,This is a notebook.
电视台,電視臺,diàn shì tái,television station,"newest-5, new-3",n,3940,3,3-char,这是电视台。,This is a television station.
信用卡,信用卡,xìn yòng kǎ,credit card,"newest-3, new-2, old-4",n,3960,3,3-char,这是信用卡。,This is a credit card.
青少年,青少年,qīng shào nián,adolescent; youth; teenager,"new-2, old-5",n,4006,3,3-char,这是青少年。,This is an adolescent.
无所谓,無所謂,wú suǒ wèi,to be indifferent; not to matter; cannot be said to be,"newest-6, new-4",v,4014,3,3-char,我每天都无所谓。,I to be indifferent every day.
联合国,聯合國,Lián hé guó,United Nations,"newest-6, new-3",nt,4037,3,3-char,这是联合国。,This is an United Nations.
忍不住,忍不住,rěn bu zhù,cannot help; unable to bear,"new-5, old-5",v,4096,3,3-char,我每天都忍不住。,I cannot help every day.
摩托车,摩托車,mó tuō chē,(loanword) motorbike; motorcycle,"newest-6, old-5",n,4123,3,3-char,这是摩托车。,This is a motorbike; motorcycle.
事务所,事務所,shì wù suǒ,office; firm,"newest-7, new-7",n,4162,3,3-char,这是事务所。,This is an office.
博物馆,博物館,bó wù guǎn,museum,"newest-5, new-5, old-5",n,4179,3,3-char,这是博物馆。,This is a museum.
不在乎,不在乎,bù zài hu,not to care,new-4,v,4222,3,3-char,我每天都不在乎。,I not to care every day.
电视剧,電視劇,diàn shì jù,TV series; TV drama,"newest-4, new-3",n,4222,3,3-char,这是电视剧。,This is a TV series.
身份证,身份證,shēn fèn zhèng,identity card; ID,"newest-4, new-3",n,4226,3,3-char,这是身份证。,This is an identity card.
小伙子,小伙子,xiǎo huǒ zi,young man; young guy; lad; youngster,"newest-4, new-4, old-5",n,4267,3,3-char,这是小伙子。,This is a young man.
一下子,一下子,yī xià zi,in a short while; all at once; all of a sudden,new-5,"mq, d",4322,3,3-char,我有三一下子。,I have three in a short while.
一部分,一部分,yī bù fen,portion; part of; subset,new-2,m,4346,3,3-char,我有三一部分。,I have three portion.
尽可能,儘可能,jǐn kě néng,as far as possible; to do one's utmost,new-5,d,4359,3,3-char,他尽可能来。,He comes as far as possible.
大学生,大學生,dà xué shēng,university student; college student,"newest-1, new-1",n,4422,3,3-char,这是大学生。,This is an university student.
小朋友,小朋友,xiǎo péng yǒu,child,"newest-1, new-1",n,4536,3,3-char,这是小朋友。,This is a child.
直升机,直升機,zhí shēng jī,helicopter,"newest-7, new-6",n,4657,3,3-char,这是直升机。,This is a helicopter.
说不定,說不定,shuō bu dìng,can't say for sure; maybe,"newest-5, new-4, old-5",v,4677,3,3-char,我每天都说不定。,I can't say for sure every day.
机器人,機器人,jī qì rén,robot; android,"newest-5, new-5",n,4844,3,3-char,这是机器人。,This is a robot.
互联网,互聯網,Hù lián wǎng,Internet,"newest-4, new-3, old-6",n,4872,3,3-char,这是互联网。,This is an Internet.
取决于,取決於,qǔ jué yú,to hinge on; to be decided by; to depend on,new-7,v,4910,3,3-char,我每天都取决于。,I to hinge on every day.
候选人,候選人,hòu xuǎn rén,candidate,"newest-7, new-7",n,4996,3,3-char,这是候选人。,This is a candidate.
摄影师,攝影師,shè yǐng shī,photographer; cameraman,new-5,n,5266,3,3-char,这是摄影师。,This is a photographer.
服务器,服務器,fú wù qì,server (computer),"newest-7, new-7",n,5345,3,3-char,这是服务器。,This is a server.
大规模,大規模,dà guī mó,large scale; extensive; wide scale; broad scale,new-4,"b, d",5352,3,3-char,我在学习“大规模”。,I'm learning '大规模'.
数据库,數據庫,shù jù kù,database,"newest-7, new-7",n,5370,3,3-char,这是数据库。,This is a database.
影响力,影響力,yǐng xiǎng lì,influence; impact,new-6,n,5422,3,3-char,这是影响力。,This is an influence.
想不到,想不到,xiǎng bu dào,unexpected; hard to imagine; it had not occurred to me; who could have thought that,new-6,v,5435,3,3-char,我每天都想不到。,I unexpected every day.
停车场,停車場,tíng chē chǎng,parking lot; car park,"newest-4, new-2",n,5453,3,3-char,这是停车场。,This is a parking lot.
服务员,服務員,fú wù yuán,waiter; waitress; attendant; customer service personnel,"new-3, old-2",n,5531,3,3-char,这是服务员。,This is a waiter.
这时候,這時候,zhè shíhòu,At this moment,new-2,"r, t",5552,3,3-char,我在学习“这时候”。,I'm learning '这时候'.
多年来,多年來,duō nián lái,for the past many years,"newest-7, new-7",,5576,3,3-char,我在学习“多年来”。,I'm learning '多年来'.
工程师,工程師,gōng chéng shī,engineer,"newest-5, new-3, old-5",n,5605,3,3-char,这是工程师。,This is an engineer.
志愿者,志願者,zhì yuàn zhě,volunteer,"newest-5, new-3",n,5709,3,3-char,这是志愿者。,This is a volunteer.
心脏病,心臟病,xīn zàng bìng,heart disease,new-6,n,5722,3,3-char,这是心脏病。,This is a heart disease.
奥运会,奧運會,Aò yùn huì,abbr. for 奥林匹克运动会; Olympic Games; the Olympics,new-7,n,5746,3,3-char,这是奥运会。,This is an abbr. for 奥林匹克运动会.
